year,city,age_group,application
2015,Yamanashi,50-59,2100
2015,Yamanashi,60-69,2066
2015,Yamanashi,70-79,777
2015,Yamanashi,over_80,146
2015,Yamanashi,under_19,3702
2015,Yamaguchi,20-29,4879
2015,Yamaguchi,30-39,3197
2015,Yamaguchi,40-49,2770
2015,Yamaguchi,50-59,2730
2015,Yamaguchi,60-69,2779
2015,Yamaguchi,70-79,1081
2015,Yamaguchi,over_80,245
2015,Yamaguchi,under_19,4388
2015,Yamagata,20-29,3434
2015,Yamagata,30-39,2287
2015,Yamagata,40-49,1661
2015,Yamagata,50-59,1929
2015,Yamagata,60-69,1886
2015,Yamagata,70-79,480
2015,Yamagata,over_80,89
2015,Yamagata,under_19,4196
2015,Wakayama,20-29,4319
2015,Wakayama,30-39,2691
2015,Wakayama,40-49,2215
2015,Wakayama,50-59,2330
2015,Wakayama,60-69,2078
2015,Wakayama,70-79,694
2015,Wakayama,over_80,151
2015,Wakayama,under_19,4110
2015,Toyama,20-29,4779
2015,Toyama,30-39,3448
2015,Toyama,40-49,2777
2015,Toyama,50-59,2615
2015,Toyama,60-69,2551
2015,Toyama,70-79,893
2015,Toyama,over_80,182
2015,Toyama,under_19,4281
2015,Tottori,20-29,1884
2015,Tottori,30-39,1414
2015,Tottori,40-49,1057
2015,Tottori,50-59,1196
2015,Tottori,60-69,1037
2015,Tottori,70-79,363
2015,Tottori,over_80,54
2015,Tottori,under_19,2015
2015,Tokyo,20-29,122129
2015,Tokyo,30-39,117206
2015,Tokyo,40-49,80132
2015,Tokyo,50-59,53566
2015,Tokyo,60-69,39841
2015,Tokyo,70-79,18547
2015,Tokyo,over_80,4561
2015,Tokyo,under_19,129934
2015,Tokushima,20-29,3058
2015,Tokushima,30-39,2062
2015,Tokushima,40-49,1476
2015,Tokushima,50-59,1624
2015,Tokushima,60-69,1455
2015,Tokushima,70-79,423
2015,Tokushima,over_80,94
2015,Tokushima,under_19,2278
2015,Tochigi,20-29,8997
2015,Tochigi,30-39,6907
2015,Tochigi,40-49,5514
2015,Tochigi,50-59,4700
2015,Tochigi,60-69,4247
2015,Tochigi,70-79,1291
2015,Tochigi,over_80,209
2015,Tochigi,under_19,8392
2015,Shizuoka,20-29,17929
2015,Shizuoka,30-39,14007
2015,Shizuoka,40-49,11318
2015,Shizuoka,50-59,10103
2015,Shizuoka,60-69,9002
2015,Shizuoka,70-79,3502
2015,Shizuoka,over_80,728
2015,Shizuoka,under_19,21382
2015,Shimane,20-29,2008
2015,Shimane,30-39,1239
2015,Shimane,40-49,1018
2015,Shimane,50-59,1107
2015,Shimane,60-69,1035
2015,Shimane,70-79,336
2015,Shimane,over_80,84
2015,Shimane,under_19,1750
2015,Shiga,20-29,8995
2015,Shiga,30-39,6054
2015,Shiga,40-49,4874
2015,Shiga,50-59,4120
2015,Shiga,60-69,3336
2015,Shiga,70-79,1186
2015,Shiga,over_80,211
2015,Shiga,under_19,10227
2015,Saitama,20-29,44805
2015,Saitama,30-39,31923
2015,Saitama,40-49,26430
2015,Saitama,50-59,21199
2015,Saitama,60-69,18842
2015,Saitama,70-79,7416
2015,Saitama,over_80,1057
2015,Saitama,under_19,48628
2015,Saga,20-29,3290
2015,Saga,30-39,2190
2015,Saga,40-49,1627
2015,Saga,50-59,1859
2015,Saga,60-69,1752
2015,Saga,70-79,578
2015,Saga,over_80,114
2015,Saga,under_19,2820
2015,Osaka,20-29,58190
2015,Osaka,30-39,43449
2015,Osaka,40-49,35271
2015,Osaka,50-59,26143
2015,Osaka,60-69,21730
2015,Osaka,70-79,9607
2015,Osaka,over_80,1761
2015,Osaka,under_19,65366
2015,Okinawa,20-29,6381
2015,Okinawa,30-39,5353
2015,Okinawa,40-49,4475
2015,Okinawa,50-59,3791
2015,Okinawa,60-69,3072
2015,Okinawa,70-79,1051
2015,Okinawa,over_80,288
2015,Okinawa,under_19,7571
2015,Okayama,20-29,9014
2015,Okayama,30-39,5783
2015,Okayama,40-49,4507
2015,Okayama,50-59,4038
2015,Okayama,60-69,3651
2015,Okayama,70-79,1480
2015,Okayama,over_80,258
2015,Okayama,under_19,7560
2015,Oita,20-29,3764
2015,Oita,30-39,2647
2015,Oita,40-49,2188
2015,Oita,50-59,2115
2015,Oita,60-69,2042
2015,Oita,70-79,699
2015,Oita,over_80,159
2015,Oita,under_19,4159
2015,Niigata,20-29,8328
2015,Niigata,30-39,5681
2015,Niigata,40-49,4147
2015,Niigata,50-59,4237
2015,Niigata,60-69,4033
2015,Niigata,70-79,1297
2015,Niigata,over_80,191
2015,Niigata,under_19,9067
2015,Nara,20-29,8424
2015,Nara,30-39,5166
2015,Nara,40-49,4662
2015,Nara,50-59,4349
2015,Nara,60-69,4338
2015,Nara,70-79,1808
2015,Nara,over_80,294
2015,Nara,under_19,8541
2015,Nagasaki,20-29,4459
2015,Nagasaki,30-39,3036
2015,Nagasaki,40-49,2417
2015,Nagasaki,50-59,2607
2015,Nagasaki,60-69,2521
2015,Nagasaki,70-79,919
2015,Nagasaki,over_80,208
2015,Nagasaki,under_19,5559
2015,Nagano,20-29,8113
2015,Nagano,30-39,6441
2015,Nagano,40-49,5291
2015,Nagano,50-59,4924
2015,Nagano,60-69,5150
2015,Nagano,70-79,1948
2015,Nagano,over_80,336
2015,Nagano,under_19,8550
2015,Miyazaki,20-29,2920
2015,Miyazaki,30-39,2192
2015,Miyazaki,40-49,1751
2015,Miyazaki,50-59,2009
2015,Miyazaki,60-69,1896
2015,Miyazaki,70-79,668
2015,Miyazaki,over_80,152
2015,Miyazaki,under_19,3219
2015,Miyagi,20-29,10162
2015,Miyagi,30-39,7001
2015,Miyagi,40-49,5132
2015,Miyagi,50-59,4712
2015,Miyagi,60-69,4439
2015,Miyagi,70-79,1412
2015,Miyagi,over_80,277
2015,Miyagi,under_19,8550
2015,Mie,20-29,9821
2015,Mie,30-39,6758
2015,Mie,40-49,5661
2015,Mie,50-59,5321
2015,Mie,60-69,4335
2015,Mie,70-79,1544
2015,Mie,over_80,272
2015,Mie,under_19,8469
2015,Kyoto,20-29,18776
2015,Kyoto,30-39,11678
2015,Kyoto,40-49,9605
2015,Kyoto,50-59,7408
2015,Kyoto,60-69,6530
2015,Kyoto,70-79,2887
2015,Kyoto,over_80,550
2015,Kyoto,under_19,20431
2015,Kumamoto,20-29,7368
2015,Kumamoto,30-39,5210
2015,Kumamoto,40-49,3985
2015,Kumamoto,50-59,4185
2015,Kumamoto,60-69,3901
2015,Kumamoto,70-79,1341
2015,Kumamoto,over_80,316
2015,Kumamoto,under_19,6502
2015,Kochi,20-29,1971
2015,Kochi,30-39,1434
2015,Kochi,40-49,1175
2015,Kochi,50-59,1147
2015,Kochi,60-69,1119
2015,Kochi,70-79,392
2015,Kochi,over_80,80
2015,Kochi,under_19,1693
2015,Kanagawa,20-29,66670
2015,Kanagawa,30-39,55086
2015,Kanagawa,40-49,46539
2015,Kanagawa,50-59,34966
2015,Kanagawa,60-69,28178
2015,Kanagawa,70-79,12584
2015,Kanagawa,over_80,2363
2015,Kanagawa,under_19,76038
2015,Kagoshima,20-29,4577
2015,Kagoshima,30-39,3382
2015,Kagoshima,40-49,2524
2015,Kagoshima,50-59,2818
2015,Kagoshima,60-69,2522
2015,Kagoshima,70-79,863
2015,Kagoshima,over_80,193
2015,Kagoshima,under_19,4270
2015,Kagawa,20-29,3831
2015,Kagawa,30-39,2883
2015,Kagawa,40-49,2186
2015,Kagawa,50-59,2101
2015,Kagawa,60-69,1925
2015,Kagawa,70-79,727
2015,Kagawa,over_80,178
2015,Kagawa,under_19,3216
2015,Iwate,20-29,3136
2015,Iwate,30-39,2418
2015,Iwate,40-49,1826
2015,Iwate,50-59,1974
2015,Iwate,60-69,1851
2015,Iwate,70-79,619
2015,Iwate,over_80,119
2015,Iwate,under_19,3123
2015,Ishikawa,20-29,6098
2015,Ishikawa,30-39,3844
2015,Ishikawa,40-49,3012
2015,Ishikawa,50-59,2641
2015,Ishikawa,60-69,2503
2015,Ishikawa,70-79,867
2015,Ishikawa,over_80,157
2015,Ishikawa,under_19,5512
2015,Ibaraki,20-29,14026
2015,Ibaraki,30-39,9632
2015,Ibaraki,40-49,7819
2015,Ibaraki,50-59,7052
2015,Ibaraki,60-69,6582
2015,Ibaraki,70-79,2337
2015,Ibaraki,over_80,323
2015,Ibaraki,under_19,15177
2015,Hyogo,20-29,34016
2015,Hyogo,30-39,24076
2015,Hyogo,40-49,20679
2015,Hyogo,50-59,17602
2015,Hyogo,60-69,15625
2015,Hyogo,70-79,6394
2015,Hyogo,over_80,1346
2015,Hyogo,under_19,40166
2015,Hokkaido,20-29,18895
2015,Hokkaido,30-39,14486
2015,Hokkaido,40-49,11374
2015,Hokkaido,50-59,10884
2015,Hokkaido,60-69,10399
2015,Hokkaido,70-79,3451
2015,Hokkaido,over_80,740
2015,Hokkaido,under_19,15611
2015,Hiroshima,20-29,13236
2015,Hiroshima,30-39,9284
2015,Hiroshima,40-49,7531
2015,Hiroshima,50-59,6580
2015,Hiroshima,60-69,6062
2015,Hiroshima,70-79,2325
2015,Hiroshima,over_80,527
2015,Hiroshima,under_19,14582
2015,Gunma,20-29,8993
2015,Gunma,30-39,6194
2015,Gunma,40-49,5074
2015,Gunma,50-59,4476
2015,Gunma,60-69,4012
2015,Gunma,70-79,1360
2015,Gunma,over_80,203
2015,Gunma,under_19,9014
2015,Gifu,20-29,11159
2015,Gifu,30-39,7198
2015,Gifu,40-49,5890
2015,Gifu,50-59,5484
2015,Gifu,60-69,5033
2015,Gifu,70-79,1635
2015,Gifu,over_80,307
2015,Gifu,under_19,9771
2015,Fukushima,20-29,6495
2015,Fukushima,30-39,4536
2015,Fukushima,40-49,3640
2015,Fukushima,50-59,4206
2015,Fukushima,60-69,3679
2015,Fukushima,70-79,1176
2015,Fukushima,over_80,215
2015,Fukushima,under_19,7127
2015,Fukuoka,20-29,28533
2015,Fukuoka,30-39,20880
2015,Fukuoka,40-49,15590
2015,Fukuoka,50-59,13138
2015,Fukuoka,60-69,11867
2015,Fukuoka,70-79,4380
2015,Fukuoka,over_80,923
2015,Fukuoka,under_19,27980
2015,Fukui,20-29,4001
2015,Fukui,30-39,2540
2015,Fukui,40-49,1960
2015,Fukui,50-59,1933
2015,Fukui,60-69,1709
2015,Fukui,70-79,591
2015,Fukui,over_80,79
2015,Fukui,under_19,3076
2015,Ehime,20-29,4564
2015,Ehime,30-39,3290
2015,Ehime,40-49,2489
2015,Ehime,50-59,2685
2015,Ehime,60-69,2282
2015,Ehime,70-79,810
2015,Ehime,over_80,181
2015,Ehime,under_19,4156
2015,Chiba,20-29,37898
2015,Chiba,30-39,29833
2015,Chiba,40-49,24812
2015,Chiba,50-59,19847
2015,Chiba,60-69,18833
2015,Chiba,70-79,7721
2015,Chiba,over_80,1173
2015,Chiba,under_19,43758
2015,Aomori,20-29,2869
2015,Aomori,30-39,2097
2015,Aomori,40-49,1650
2015,Aomori,50-59,1838
2015,Aomori,60-69,1684
2015,Aomori,70-79,473
2015,Aomori,over_80,95
2015,Aomori,under_19,2592
2015,Akita,20-29,2054
2015,Akita,30-39,1525
2015,Akita,40-49,1240
2015,Akita,50-59,1533
2015,Akita,60-69,1346
2015,Akita,70-79,397
2015,Akita,over_80,98
2015,Akita,under_19,1668
2015,Aichi,20-29,50744
2015,Aichi,30-39,38175
2015,Aichi,40-49,30745
2015,Aichi,50-59,24025
2015,Aichi,60-69,18571
2015,Aichi,70-79,7251
2015,Aichi,over_80,1206
2015,Aichi,under_19,49599
2014,Yamanashi,20-29,4223
2014,Yamanashi,30-39,2744
2014,Yamanashi,40-49,2119
2014,Yamanashi,50-59,2118
2014,Yamanashi,60-69,1893
2014,Yamanashi,70-79,599
2014,Yamanashi,over_80,139
2014,Yamanashi,under_19,3771
2014,Yamaguchi,20-29,5262
2014,Yamaguchi,30-39,3640
2014,Yamaguchi,40-49,2793
2014,Yamaguchi,50-59,2810
2014,Yamaguchi,60-69,2858
2014,Yamaguchi,70-79,1046
2014,Yamaguchi,over_80,242
2014,Yamaguchi,under_19,4392
2014,Yamagata,20-29,3604
2014,Yamagata,30-39,2556
2014,Yamagata,40-49,1782
2014,Yamagata,50-59,2114
2014,Yamagata,60-69,1943
2014,Yamagata,70-79,516
2014,Yamagata,over_80,93
2014,Yamagata,under_19,4566
2014,Wakayama,20-29,4355
2014,Wakayama,30-39,2779
2014,Wakayama,40-49,2268
2014,Wakayama,50-59,2474
2014,Wakayama,60-69,1996
2014,Wakayama,70-79,676
2014,Wakayama,over_80,140
2014,Wakayama,under_19,4140
2014,Toyama,20-29,5064
2014,Toyama,30-39,3764
2014,Toyama,40-49,2830
2014,Toyama,50-59,2797
2014,Toyama,60-69,2522
2014,Toyama,70-79,846
2014,Toyama,over_80,155
2014,Toyama,under_19,4571
2014,Tottori,20-29,1997
2014,Tottori,30-39,1469
2014,Tottori,40-49,1094
2014,Tottori,50-59,1070
2014,Tottori,60-69,1004
2014,Tottori,70-79,307
2014,Tottori,over_80,54
2014,Tottori,under_19,2009
2014,Tokyo,20-29,121588
2014,Tokyo,30-39,118604
2014,Tokyo,40-49,71947
2014,Tokyo,50-59,45014
2014,Tokyo,60-69,32992
2014,Tokyo,70-79,13984
2014,Tokyo,over_80,3457
2014,Tokyo,under_19,124216
2014,Tokushima,20-29,3108
2014,Tokushima,30-39,2128
2014,Tokushima,40-49,1534
2014,Tokushima,50-59,1592
2014,Tokushima,60-69,1440
2014,Tokushima,70-79,447
2014,Tokushima,over_80,90
2014,Tokushima,under_19,2356
2014,Tochigi,20-29,9389
2014,Tochigi,30-39,7244
2014,Tochigi,40-49,5432
2014,Tochigi,50-59,4886
2014,Tochigi,60-69,4085
2014,Tochigi,70-79,1202
2014,Tochigi,over_80,232
2014,Tochigi,under_19,8589
2014,Shizuoka,20-29,18821
2014,Shizuoka,30-39,14721
2014,Shizuoka,40-49,11349
2014,Shizuoka,50-59,9778
2014,Shizuoka,60-69,8502
2014,Shizuoka,70-79,3095
2014,Shizuoka,over_80,565
2014,Shizuoka,under_19,21412
2014,Shimane,20-29,2137
2014,Shimane,30-39,1394
2014,Shimane,40-49,1034
2014,Shimane,50-59,1159
2014,Shimane,60-69,1064
2014,Shimane,70-79,320
2014,Shimane,over_80,84
2014,Shimane,under_19,1809
2014,Shiga,20-29,9380
2014,Shiga,30-39,6422
2014,Shiga,40-49,4846
2014,Shiga,50-59,4008
2014,Shiga,60-69,3240
2014,Shiga,70-79,972
2014,Shiga,over_80,161
2014,Shiga,under_19,10512
2014,Saitama,20-29,45440
2014,Saitama,30-39,33866
2014,Saitama,40-49,26006
2014,Saitama,50-59,20588
2014,Saitama,60-69,17619
2014,Saitama,70-79,6309
2014,Saitama,over_80,885
2014,Saitama,under_19,48093
2014,Saga,20-29,3893
2014,Saga,30-39,2614
2014,Saga,40-49,1895
2014,Saga,50-59,2138
2014,Saga,60-69,1783
2014,Saga,70-79,563
2014,Saga,over_80,108
2014,Saga,under_19,3027
2014,Osaka,20-29,59990
2014,Osaka,30-39,45014
2014,Osaka,40-49,34850
2014,Osaka,50-59,24185
2014,Osaka,60-69,19284
2014,Osaka,70-79,7802
2014,Osaka,over_80,1448
2014,Osaka,under_19,65103
2014,Okinawa,20-29,6626
2014,Okinawa,30-39,5336
2014,Okinawa,40-49,4110
2014,Okinawa,50-59,3831
2014,Okinawa,60-69,2925
2014,Okinawa,70-79,1090
2014,Okinawa,over_80,274
2014,Okinawa,under_19,7087
2014,Okayama,20-29,9759
2014,Okayama,30-39,6195
2014,Okayama,40-49,4661
2014,Okayama,50-59,4235
2014,Okayama,60-69,3562
2014,Okayama,70-79,1266
2014,Okayama,over_80,259
2014,Okayama,under_19,7846
2014,Oita,20-29,4493
2014,Oita,30-39,3062
2014,Oita,40-49,2280
2014,Oita,50-59,2505
2014,Oita,60-69,2223
2014,Oita,70-79,715
2014,Oita,over_80,162
2014,Oita,under_19,4729
2014,Niigata,20-29,8872
2014,Niigata,30-39,5914
2014,Niigata,40-49,4182
2014,Niigata,50-59,4164
2014,Niigata,60-69,4025
2014,Niigata,70-79,1187
2014,Niigata,over_80,199
2014,Niigata,under_19,9770
2014,Nara,20-29,8795
2014,Nara,30-39,5720
2014,Nara,40-49,4753
2014,Nara,50-59,4186
2014,Nara,60-69,3825
2014,Nara,70-79,1483
2014,Nara,over_80,268
2014,Nara,under_19,8552
2014,Nagasaki,20-29,4798
2014,Nagasaki,30-39,3311
2014,Nagasaki,40-49,2459
2014,Nagasaki,50-59,2645
2014,Nagasaki,60-69,2438
2014,Nagasaki,70-79,842
2014,Nagasaki,over_80,210
2014,Nagasaki,under_19,5233
2014,Nagano,20-29,8622
2014,Nagano,30-39,6682
2014,Nagano,40-49,4848
2014,Nagano,50-59,4738
2014,Nagano,60-69,4686
2014,Nagano,70-79,1634
2014,Nagano,over_80,306
2014,Nagano,under_19,8227
2014,Miyazaki,20-29,3457
2014,Miyazaki,30-39,2457
2014,Miyazaki,40-49,1892
2014,Miyazaki,50-59,2215
2014,Miyazaki,60-69,2074
2014,Miyazaki,70-79,710
2014,Miyazaki,over_80,161
2014,Miyazaki,under_19,3427
2014,Miyagi,20-29,11089
2014,Miyagi,30-39,7753
2014,Miyagi,40-49,5201
2014,Miyagi,50-59,5089
2014,Miyagi,60-69,4190
2014,Miyagi,70-79,1281
2014,Miyagi,over_80,240
2014,Miyagi,under_19,8582
2014,Mie,20-29,10210
2014,Mie,30-39,7118
2014,Mie,40-49,5545
2014,Mie,50-59,4831
2014,Mie,60-69,4011
2014,Mie,70-79,1416
2014,Mie,over_80,230
2014,Mie,under_19,8524
2014,Kyoto,20-29,19888
2014,Kyoto,30-39,12514
2014,Kyoto,40-49,9180
2014,Kyoto,50-59,6788
2014,Kyoto,60-69,6093
2014,Kyoto,70-79,2364
2014,Kyoto,over_80,445
2014,Kyoto,under_19,20012
2014,Kumamoto,20-29,7715
2014,Kumamoto,30-39,5573
2014,Kumamoto,40-49,3813
2014,Kumamoto,50-59,4086
2014,Kumamoto,60-69,3700
2014,Kumamoto,70-79,1183
2014,Kumamoto,over_80,298
2014,Kumamoto,under_19,6380
2014,Kochi,20-29,2169
2014,Kochi,30-39,1480
2014,Kochi,40-49,1276
2014,Kochi,50-59,1277
2014,Kochi,60-69,1090
2014,Kochi,70-79,358
2014,Kochi,over_80,89
2014,Kochi,under_19,1742
2014,Kanagawa,20-29,66645
2014,Kanagawa,30-39,57107
2014,Kanagawa,40-49,43398
2014,Kanagawa,50-59,30943
2014,Kanagawa,60-69,23976
2014,Kanagawa,70-79,9509
2014,Kanagawa,over_80,1904
2014,Kanagawa,under_19,72986
2014,Kagoshima,20-29,5204
2014,Kagoshima,30-39,3720
2014,Kagoshima,40-49,2715
2014,Kagoshima,50-59,3220
2014,Kagoshima,60-69,2784
2014,Kagoshima,70-79,937
2014,Kagoshima,over_80,242
2014,Kagoshima,under_19,4425
2014,Kagawa,20-29,4077
2014,Kagawa,30-39,3188
2014,Kagawa,40-49,2347
2014,Kagawa,50-59,2291
2014,Kagawa,60-69,2043
2014,Kagawa,70-79,666
2014,Kagawa,over_80,144
2014,Kagawa,under_19,3408
2014,Iwate,20-29,3331
2014,Iwate,30-39,2687
2014,Iwate,40-49,1973
2014,Iwate,50-59,2264
2014,Iwate,60-69,2087
2014,Iwate,70-79,646
2014,Iwate,over_80,109
2014,Iwate,under_19,3346
2014,Ishikawa,20-29,6463
2014,Ishikawa,30-39,4386
2014,Ishikawa,40-49,3215
2014,Ishikawa,50-59,3072
2014,Ishikawa,60-69,2666
2014,Ishikawa,70-79,870
2014,Ishikawa,over_80,113
2014,Ishikawa,under_19,5553
2014,Ibaraki,20-29,14397
2014,Ibaraki,30-39,10279
2014,Ibaraki,40-49,7715
2014,Ibaraki,50-59,6968
2014,Ibaraki,60-69,6415
2014,Ibaraki,70-79,1937
2014,Ibaraki,over_80,290
2014,Ibaraki,under_19,15638
2014,Hyogo,20-29,35141
2014,Hyogo,30-39,25293
2014,Hyogo,40-49,20228
2014,Hyogo,50-59,16444
2014,Hyogo,60-69,13336
2014,Hyogo,70-79,5036
2014,Hyogo,over_80,1080
2014,Hyogo,under_19,38494
2014,Hokkaido,20-29,19904
2014,Hokkaido,30-39,15555
2014,Hokkaido,40-49,11470
2014,Hokkaido,50-59,11301
2014,Hokkaido,60-69,10282
2014,Hokkaido,70-79,3448
2014,Hokkaido,over_80,735
2014,Hokkaido,under_19,15484
2014,Hiroshima,20-29,13908
2014,Hiroshima,30-39,10100
2014,Hiroshima,40-49,7727
2014,Hiroshima,50-59,6768
2014,Hiroshima,60-69,5774
2014,Hiroshima,70-79,2047
2014,Hiroshima,over_80,455
2014,Hiroshima,under_19,14552
2014,Gunma,20-29,9284
2014,Gunma,30-39,6368
2014,Gunma,40-49,4879
2014,Gunma,50-59,4286
2014,Gunma,60-69,3831
2014,Gunma,70-79,1248
2014,Gunma,over_80,190
2014,Gunma,under_19,8853
2014,Gifu,20-29,11384
2014,Gifu,30-39,7350
2014,Gifu,40-49,5635
2014,Gifu,50-59,5471
2014,Gifu,60-69,4495
2014,Gifu,70-79,1498
2014,Gifu,over_80,269
2014,Gifu,under_19,9998
2014,Fukushima,20-29,6972
2014,Fukushima,30-39,4950
2014,Fukushima,40-49,3763
2014,Fukushima,50-59,4401
2014,Fukushima,60-69,3921
2014,Fukushima,70-79,1230
2014,Fukushima,over_80,227
2014,Fukushima,under_19,7329
2014,Fukuoka,20-29,30363
2014,Fukuoka,30-39,22481
2014,Fukuoka,40-49,15929
2014,Fukuoka,50-59,13597
2014,Fukuoka,60-69,11577
2014,Fukuoka,70-79,3953
2014,Fukuoka,over_80,819
2014,Fukuoka,under_19,28420
2014,Fukui,20-29,4141
2014,Fukui,30-39,2652
2014,Fukui,40-49,2071
2014,Fukui,50-59,2010
2014,Fukui,60-69,1606
2014,Fukui,70-79,566
2014,Fukui,over_80,113
2014,Fukui,under_19,3124
2014,Ehime,20-29,4932
2014,Ehime,30-39,3508
2014,Ehime,40-49,2591
2014,Ehime,50-59,2875
2014,Ehime,60-69,2313
2014,Ehime,70-79,782
2014,Ehime,over_80,194
2014,Ehime,under_19,4233
2014,Chiba,20-29,39071
2014,Chiba,30-39,31663
2014,Chiba,40-49,24114
2014,Chiba,50-59,18368
2014,Chiba,60-69,16351
2014,Chiba,70-79,5937
2014,Chiba,over_80,900
2014,Chiba,under_19,43221
2014,Aomori,20-29,2938
2014,Aomori,30-39,2250
2014,Aomori,40-49,1675
2014,Aomori,50-59,1899
2014,Aomori,60-69,1598
2014,Aomori,70-79,538
2014,Aomori,over_80,94
2014,Aomori,under_19,2567
2014,Akita,20-29,2300
2014,Akita,30-39,1773
2014,Akita,40-49,1300
2014,Akita,50-59,1625
2014,Akita,60-69,1475
2014,Akita,70-79,404
2014,Akita,over_80,72
2014,Akita,under_19,1744
2014,Aichi,20-29,51287
2014,Aichi,30-39,39646
2014,Aichi,40-49,29550
2014,Aichi,50-59,21436
2014,Aichi,60-69,15992
2014,Aichi,70-79,5694
2014,Aichi,over_80,1010
2014,Aichi,under_19,49740
